Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
40,Travel_Rarely,Sales,22,Medical,Male,Sales Executive,4,18199,0,No,13,2,12,6,2,4,3,4,12,3,1,11,No
51,Non-Travel,Research & Development,30,Life Sciences,Female,Healthcare Representative,4,9733,8,No,24,3,21,1,4,2,3,1,21,3,10,9,No
26,Travel_Rarely,Research & Development,13,Life Sciences,Male,Healthcare Representative,4,12668,5,No,23,2,2,4,1,2,2,3,2,0,0,1,No
50,Travel_Rarely,Research & Development,5,Other,Male,Manufacturing Director,3,17335,8,No,22,0,17,6,2,3,4,4,2,2,2,0,No
45,Travel_Rarely,Research & Development,28,Other,Male,Research Scientist,5,8266,6,No,16,3,21,3,2,2,3,2,0,1,0,1,Yes
39,Travel_Rarely,Research & Development,28,Other,Male,Laboratory Technician,4,4173,7,No,15,1,6,1,1,4,2,2,2,2,1,2,No
57,Travel_Rarely,Research & Development,4,Life Sciences,Male,Manufacturing Director,5,4245,6,No,13,3,15,0,4,2,1,4,0,0,0,1,No
59,Travel_Rarely,Research & Development,21,Life Sciences,Male,Research Scientist,1,11418,7,No,21,1,21,4,1,4,4,4,21,8,12,3,No
32,Travel_Frequently,Sales,3,Human Resources,Male,Sales Representative,1,13057,6,No,19,3,3,4,3,4,1,2,3,1,0,0,No
59,Travel_Rarely,Research & Development,19,Human Resources,Female,Research Scientist,1,6621,1,Yes,19,2,23,4,3,4,2,1,8,6,0,0,Yes
23,Non-Travel,Research & Development,23,Marketing,Male,Research Scientist,1,18470,3,No,11,1,5,2,4,3,2,2,5,1,4,4,No
58,Travel_Rarely,Research & Development,21,Life Sciences,Female,Healthcare Representative,2,14910,8,Yes,14,0,40,5,1,4,3,3,3,1,2,2,No
53,Travel_Rarely,Research & Development,20,Human Resources,Male,Healthcare Representative,1,3249,5,No,21,0,23,2,3,2,3,4,6,1,3,6,Yes
38,Travel_Rarely,Sales,17,Technical Degree,Male,Manager,3,8158,4,No,19,2,19,0,4,2,1,1,0,0,0,1,No
45,Travel_Rarely,Human Resources,22,Medical,Male,Manager,5,2711,4,No,11,2,22,6,4,4,2,2,1,1,1,1,No
43,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Scientist,2,5248,1,No,13,0,11,5,4,3,3,2,11,8,4,7,No
21,Non-Travel,Sales,1,Other,Male,Manager,4,15686,8,No,22,2,3,5,4,2,1,4,3,3,0,1,No
54,Travel_Rarely,Sales,16,Life Sciences,Female,Manager,2,16251,8,Yes,24,0,18,2,2,3,4,3,16,9,1,8,Yes
57,Travel_Rarely,Research & Development,1,Marketing,Male,Research Scientist,3,14057,2,No,17,2,3,0,4,1,4,4,3,3,0,1,No
53,Travel_Rarely,Research & Development,16,Technical Degree,Male,Manufacturing Director,1,9808,7,No,21,3,16,1,1,4,3,2,16,13,8,0,No
33,Non-Travel,Research & Development,6,Other,Female,Research Scientist,4,3435,7,No,19,3,4,2,4,2,4,4,0,1,1,0,No
27,Travel_Frequently,Research & Development,14,Technical Degree,Female,Manufacturing Director,3,13611,7,Yes,12,3,9,4,1,3,2,2,9,8,0,2,No
28,Travel_Rarely,Research & Development,23,Medical,Male,Laboratory Technician,1,5777,2,No,17,0,10,1,4,2,2,2,10,6,7,0,No
26,Travel_Rarely,Research & Development,16,Life Sciences,Female,Research Scientist,3,16361,5,No,15,2,8,1,2,3,3,2,8,0,5,2,Yes
24,Non-Travel,Research & Development,14,Marketing,Female,Manufacturing Director,1,5701,1,No,21,0,6,4,4,3,2,3,6,2,4,2,No
44,Travel_Rarely,Sales,3,Other,Male,Sales Executive,5,14984,3,No,14,3,9,0,2,3,3,3,9,4,3,7,No
33,Travel_Frequently,Human Resources,29,Human Resources,Female,Manager,4,10674,1,Yes,25,3,5,3,2,2,4,4,5,4,4,4,No
31,Travel_Rarely,Sales,26,Technical Degree,Female,Manager,5,4392,8,No,12,1,7,6,3,2,4,1,6,4,4,6,No
59,Travel_Rarely,Research & Development,17,Marketing,Male,Manufacturing Director,3,17323,8,Yes,12,1,14,0,2,2,2,1,2,1,2,0,Yes
38,Travel_Rarely,Sales,21,Marketing,Female,Sales Executive,5,2445,4,Yes,22,1,18,4,2,1,3,2,18,10,3,1,Yes
21,Travel_Rarely,Sales,24,Other,Female,Manager,5,5887,8,Yes,14,3,3,2,2,3,3,3,3,1,0,3,No
35,Travel_Frequently,Research & Development,15,Medical,Female,Laboratory Technician,3,8347,0,No,15,1,9,6,4,2,4,1,9,9,7,3,Yes
25,Travel_Rarely,Research & Development,13,Life Sciences,Male,Laboratory Technician,2,5667,1,No,15,1,3,6,1,4,1,2,3,0,0,2,No
26,Travel_Rarely,Sales,5,Marketing,Male,Sales Executive,1,18092,1,No,19,2,1,4,2,4,4,3,1,0,1,0,No
22,Travel_Rarely,Sales,16,Life Sciences,Female,Sales Representative,1,6083,5,No,12,2,1,0,3,3,2,2,1,0,1,1,No
59,Travel_Rarely,Research & Development,30,Marketing,Male,Research Scientist,2,11283,2,No,16,1,24,3,3,3,4,3,1,0,0,0,No
38,Travel_Rarely,Research & Development,16,Technical Degree,Female,Laboratory Technician,2,12863,6,No,17,3,17,4,2,2,4,4,1,0,1,1,Yes
47,Travel_Rarely,Research & Development,7,Human Resources,Female,Laboratory Technician,1,2493,0,No,25,2,11,6,1,2,2,2,5,2,2,3,No
56,Travel_Rarely,Research & Development,4,Technical Degree,Male,Healthcare Representative,3,6915,0,No,22,0,37,0,2,2,4,2,24,19,1,5,No
44,Travel_Rarely,Research & Development,24,Marketing,Female,Healthcare Representative,3,17793,7,Yes,23,0,9,0,4,1,2,2,1,0,0,0,Yes
32,Travel_Rarely,Research & Development,10,Medical,Female,Research Scientist,5,18845,6,Yes,13,1,6,4,4,4,1,3,4,1,4,3,No
56,Travel_Rarely,Research & Development,27,Marketing,Female,Laboratory Technician,3,15674,1,Yes,12,0,23,4,4,4,3,3,6,0,5,1,No
55,Non-Travel,Research & Development,8,Human Resources,Male,Healthcare Representative,1,3460,0,Yes,16,0,19,0,3,1,3,2,0,1,0,1,Yes
41,Travel_Frequently,Research & Development,4,Life Sciences,Female,Healthcare Representative,5,18901,0,No,15,1,9,5,1,2,4,3,9,1,6,1,No
35,Travel_Rarely,Human Resources,11,Technical Degree,Male,Manager,2,6699,3,No,20,0,15,4,2,2,4,3,15,3,14,0,Yes
40,Travel_Rarely,Research & Development,6,Marketing,Female,Manufacturing Director,1,12679,1,No,13,3,8,3,4,1,3,1,5,3,3,5,No
28,Travel_Frequently,Sales,15,Marketing,Female,Sales Executive,4,6626,8,No,18,2,10,0,3,3,1,4,10,3,6,8,No
27,Travel_Rarely,Research & Development,22,Other,Female,Research Scientist,1,17547,2,Yes,22,0,6,6,1,4,4,2,2,0,1,1,Yes
41,Non-Travel,Research & Development,2,Medical,Male,Manufacturing Director,5,17295,0,No,20,3,2,6,4,2,3,1,2,1,1,1,No
34,Travel_Rarely,Research & Development,3,Life Sciences,Female,Healthcare Representative,4,8170,8,No,14,2,14,6,3,4,1,3,14,1,10,14,No
42,Travel_Rarely,Sales,18,Other,Female,Sales Representative,5,17981,6,No,24,0,23,6,3,2,2,4,23,2,15,23,No
60,Travel_Rarely,Sales,16,Other,Female,Sales Representative,5,7232,0,No,18,1,40,3,1,3,1,2,1,0,1,0,No
33,Travel_Rarely,Sales,7,Life Sciences,Female,Sales Representative,1,9273,4,No,25,2,3,5,4,2,4,2,3,3,2,3,No
43,Travel_Rarely,Research & Development,12,Human Resources,Female,Healthcare Representative,3,16437,6,No,21,2,22,4,1,3,1,2,12,1,7,12,Yes
26,Travel_Rarely,Sales,17,Marketing,Female,Sales Executive,2,16952,7,No,19,3,7,1,1,4,4,4,7,1,1,5,No
50,Travel_Rarely,Human Resources,10,Marketing,Female,Human Resources,1,19031,6,No,11,0,3,1,1,4,3,3,3,2,1,2,No
57,Travel_Rarely,Research & Development,5,Other,Male,Healthcare Representative,3,16460,8,Yes,13,3,34,0,2,4,2,4,34,32,1,7,No
46,Travel_Rarely,Sales,3,Human Resources,Male,Sales Executive,5,5455,8,No,25,0,18,3,2,3,1,3,12,11,3,11,Yes
50,Travel_Frequently,Research & Development,18,Technical Degree,Female,Research Scientist,3,8751,1,No,25,1,7,5,2,2,1,2,7,1,4,7,No
28,Travel_Rarely,Sales,30,Technical Degree,Male,Sales Representative,1,14242,7,No,21,0,3,5,1,2,4,1,0,1,1,1,No
49,Travel_Rarely,Sales,12,Human Resources,Male,Sales Executive,5,13633,4,Yes,25,0,12,4,2,1,1,1,11,8,1,0,Yes
30,Non-Travel,Research & Development,3,Marketing,Female,Healthcare Representative,2,9601,1,No,16,2,7,5,1,2,4,3,1,1,0,1,No
37,Travel_Frequently,Sales,26,Technical Degree,Female,Sales Representative,5,7828,4,No,24,2,19,0,4,3,4,1,1,1,1,0,No
44,Travel_Frequently,Research & Development,10,Human Resources,Female,Healthcare Representative,1,15828,1,No,13,2,15,6,2,4,2,1,15,11,8,7,No
44,Travel_Frequently,Research & Development,7,Medical,Male,Healthcare Representative,3,13176,3,No,19,1,3,4,1,1,3,3,3,0,0,3,No
48,Travel_Rarely,Sales,9,Medical,Female,Manager,4,3933,3,No,20,0,9,0,1,2,1,4,2,1,1,1,No
46,Travel_Rarely,Research & Development,4,Marketing,Female,Manufacturing Director,3,17797,6,No,12,2,15,4,3,1,1,1,0,1,0,1,No
50,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,2,9740,1,No,14,2,4,5,3,1,1,1,4,2,0,0,No
40,Travel_Frequently,Research & Development,4,Human Resources,Female,Healthcare Representative,1,17496,8,No,19,1,18,3,3,4,4,2,0,1,0,1,No
51,Non-Travel,Sales,23,Life Sciences,Male,Sales Executive,2,9146,7,Yes,24,3,12,3,1,3,1,3,1,1,0,0,Yes
54,Non-Travel,Sales,30,Technical Degree,Female,Manager,5,5862,3,No,23,3,12,0,4,3,3,2,5,3,4,1,Yes
57,Travel_Rarely,Sales,6,Human Resources,Female,Sales Representative,3,17501,1,Yes,25,0,22,3,1,1,2,2,7,2,0,6,Yes
53,Travel_Rarely,Research & Development,24,Medical,Female,Laboratory Technician,5,14934,4,No,19,3,33,3,1,3,1,1,2,2,2,0,No
28,Travel_Frequently,Sales,4,Other,Female,Sales Representative,4,19836,1,Yes,14,2,7,1,3,1,2,2,1,0,0,1,Yes
59,Travel_Rarely,Sales,6,Medical,Female,Sales Representative,2,10219,0,Yes,21,3,27,2,4,2,1,3,2,0,2,1,Yes
31,Travel_Frequently,Sales,16,Human Resources,Female,Sales Executive,5,10510,8,No,13,1,12,0,4,3,1,1,7,4,7,5,Yes
43,Travel_Rarely,Research & Development,27,Human Resources,Female,Research Scientist,3,2844,8,Yes,22,0,25,3,3,4,2,3,25,21,14,4,Yes
22,Travel_Rarely,Research & Development,30,Marketing,Female,Laboratory Technician,3,8751,5,No,25,2,3,4,3,4,4,2,1,1,0,1,No
58,Travel_Rarely,Research & Development,10,Other,Male,Healthcare Representative,2,13770,8,No,15,1,19,3,4,1,3,4,5,0,4,2,Yes
23,Travel_Frequently,Research & Development,14,Life Sciences,Female,Laboratory Technician,3,2566,4,No,23,1,1,5,1,1,3,4,1,0,1,0,Yes
26,Travel_Rarely,Research & Development,29,Marketing,Female,Laboratory Technician,5,15478,6,Yes,21,2,2,5,2,3,2,4,2,1,1,0,Yes
33,Travel_Rarely,Research & Development,5,Human Resources,Female,Healthcare Representative,3,5547,6,Yes,18,3,13,3,2,4,1,4,2,2,1,0,No
47,Travel_Rarely,Human Resources,2,Technical Degree,Male,Manager,5,12012,7,Yes,24,0,2,0,2,3,3,3,0,0,0,1,No
39,Travel_Frequently,Research & Development,17,Technical Degree,Male,Laboratory Technician,2,9119,4,No,21,2,5,6,1,1,4,1,5,4,5,5,Yes
25,Travel_Rarely,Research & Development,16,Technical Degree,Male,Research Scientist,3,5794,6,No,18,1,3,6,1,1,3,2,0,1,0,0,Yes
22,Travel_Rarely,Research & Development,10,Human Resources,Female,Manufacturing Director,3,18143,6,No,17,0,3,3,2,2,4,2,1,0,1,0,Yes
28,Travel_Frequently,Research & Development,5,Marketing,Male,Laboratory Technician,3,14023,8,Yes,24,1,5,5,1,3,4,4,5,4,0,0,No
30,Non-Travel,Research & Development,30,Other,Female,Healthcare Representative,4,12326,2,No,20,2,3,5,4,3,3,2,3,2,2,3,No
22,Travel_Frequently,Research & Development,25,Other,Male,Research Scientist,2,13005,6,Yes,23,3,4,0,1,1,3,4,4,0,3,0,Yes
25,Travel_Rarely,Sales,13,Human Resources,Male,Sales Executive,3,17129,7,No,18,2,4,1,2,1,2,3,4,3,0,4,Yes
33,Travel_Rarely,Sales,12,Life Sciences,Female,Sales Executive,5,2571,7,Yes,14,1,15,4,2,1,3,1,0,1,0,0,Yes
49,Travel_Rarely,Sales,4,Human Resources,Female,Sales Executive,2,5706,4,No,25,2,24,5,1,1,3,2,3,0,2,1,No
25,Non-Travel,Human Resources,19,Marketing,Male,Human Resources,3,6033,6,Yes,15,1,5,6,4,3,1,1,5,1,4,1,Yes
42,Non-Travel,Research & Development,12,Human Resources,Male,Healthcare Representative,2,3558,4,No,22,0,18,0,2,1,4,4,18,16,2,7,No
48,Travel_Rarely,Sales,18,Other,Male,Manager,4,8828,0,No,17,3,22,1,1,2,4,1,4,3,0,4,No
49,Travel_Rarely,Research & Development,30,Human Resources,Male,Laboratory Technician,4,16704,8,No,20,0,0,6,3,3,2,2,0,0,1,0,Yes
49,Travel_Rarely,Research & Development,16,Life Sciences,Female,Laboratory Technician,4,15435,5,Yes,25,1,28,5,2,3,3,3,1,1,0,1,No
36,Non-Travel,Sales,9,Human Resources,Male,Sales Representative,5,18332,3,Yes,12,2,5,0,1,1,2,3,5,5,3,3,Yes
50,Travel_Rarely,Sales,27,Human Resources,Female,Sales Representative,1,12243,6,Yes,17,3,21,1,3,1,2,3,21,12,12,5,No
55,Travel_Frequently,Sales,25,Human Resources,Female,Sales Representative,1,9495,1,No,19,3,18,6,1,3,4,3,0,1,1,1,Yes
45,Travel_Frequently,Research & Development,3,Marketing,Female,Healthcare Representative,1,11391,4,No,16,2,21,2,2,2,1,1,4,0,2,2,No
41,Travel_Rarely,Research & Development,15,Other,Male,Healthcare Representative,1,2690,1,No,15,2,12,3,4,4,2,1,12,4,7,12,Yes
37,Travel_Rarely,Sales,21,Technical Degree,Female,Sales Executive,5,6150,3,Yes,11,2,14,0,2,2,3,1,14,8,3,11,Yes
36,Travel_Frequently,Research & Development,11,Other,Female,Research Scientist,4,9086,4,Yes,13,0,10,4,1,4,3,1,3,2,1,3,No
44,Travel_Rarely,Sales,30,Life Sciences,Male,Sales Representative,5,11931,8,No,23,2,6,3,2,1,1,3,4,1,0,3,Yes
26,Travel_Rarely,Sales,20,Technical Degree,Female,Sales Representative,2,4085,4,No,25,1,8,1,4,2,3,1,8,3,8,7,Yes
28,Travel_Rarely,Research & Development,3,Human Resources,Male,Healthcare Representative,4,18968,3,No,20,1,8,1,3,4,4,1,8,2,5,4,No
42,Travel_Rarely,Sales,29,Medical,Male,Sales Representative,3,8891,8,Yes,22,3,23,0,2,4,2,4,2,0,2,1,Yes
31,Travel_Rarely,Research & Development,23,Life Sciences,Female,Manufacturing Director,5,15583,1,Yes,22,0,13,5,4,4,3,3,13,7,2,6,No
48,Travel_Rarely,Sales,19,Technical Degree,Female,Sales Representative,4,2655,2,No,19,2,30,6,2,2,1,1,2,0,0,1,Yes
24,Travel_Rarely,Research & Development,25,Other,Male,Healthcare Representative,5,12839,4,No,20,2,5,2,3,4,3,3,5,1,3,0,No
52,Travel_Rarely,Research & Development,5,Human Resources,Male,Research Scientist,5,11530,0,No,25,1,4,3,3,3,1,1,4,2,1,1,No
57,Travel_Rarely,Research & Development,15,Life Sciences,Male,Manufacturing Director,1,6330,5,No,23,0,14,5,4,2,1,3,3,2,0,1,No
38,Travel_Rarely,Research & Development,30,Medical,Male,Research Scientist,2,5691,2,No,20,3,7,5,3,1,2,1,4,2,3,3,No
32,Travel_Rarely,Research & Development,3,Other,Male,Research Scientist,4,16631,4,No,20,3,10,4,1,2,2,2,9,5,0,7,No
32,Travel_Rarely,Research & Development,20,Life Sciences,Male,Research Scientist,3,15251,6,No,18,2,14,5,4,3,4,4,14,1,12,2,No
41,Travel_Rarely,Research & Development,22,Human Resources,Male,Healthcare Representative,1,15900,8,No,23,2,8,5,2,4,3,4,7,6,7,6,No
48,Travel_Rarely,Sales,10,Medical,Male,Manager,1,3895,5,No,13,0,30,5,4,3,1,2,3,3,2,0,No
42,Travel_Frequently,Sales,7,Technical Degree,Male,Sales Representative,2,19946,5,No,16,3,17,4,1,1,2,2,17,0,11,1,No
54,Travel_Frequently,Sales,1,Medical,Male,Sales Representative,1,12278,6,No,21,3,8,6,1,4,3,2,0,0,1,0,Yes
47,Travel_Rarely,Research & Development,26,Life Sciences,Female,Manufacturing Director,4,12629,3,No,12,2,20,4,1,2,4,4,0,1,0,1,Yes
35,Non-Travel,Research & Development,16,Human Resources,Male,Healthcare Representative,2,2964,0,No,17,1,17,2,3,4,4,2,17,3,12,9,No
26,Travel_Rarely,Research & Development,20,Human Resources,Male,Research Scientist,4,15611,4,Yes,17,2,5,6,2,4,2,1,0,0,0,1,No
59,Travel_Rarely,Sales,11,Human Resources,Male,Sales Executive,4,10124,1,Yes,17,1,3,1,4,2,1,4,3,1,2,1,No
28,Travel_Rarely,Research & Development,1,Marketing,Female,Manufacturing Director,5,15487,5,No,20,1,2,2,4,2,2,2,0,1,1,1,Yes
34,Travel_Rarely,Research & Development,14,Life Sciences,Female,Laboratory Technician,2,12810,1,No,19,3,16,0,2,2,1,4,16,14,0,5,Yes
56,Travel_Rarely,Research & Development,19,Technical Degree,Female,Laboratory Technician,1,16364,2,No,12,1,17,1,2,1,3,3,15,3,9,4,No
58,Travel_Rarely,Sales,26,Human Resources,Male,Sales Executive,2,2487,7,No,24,0,20,0,4,3,1,2,7,2,2,7,No
51,Travel_Rarely,Research & Development,23,Human Resources,Female,Research Scientist,5,15033,3,No,13,2,9,6,2,1,4,4,2,2,1,1,No
37,Travel_Rarely,Research & Development,28,Other,Female,Laboratory Technician,5,14382,8,No,25,1,12,2,3,4,2,2,8,0,0,3,No
54,Travel_Rarely,Research & Development,30,Other,Female,Healthcare Representative,4,18875,0,No,22,2,17,5,1,3,1,3,1,0,1,1,Yes
50,Travel_Frequently,Human Resources,23,Medical,Male,Manager,1,7419,0,No,18,0,20,0,1,1,3,3,4,1,0,4,No
42,Travel_Frequently,Sales,22,Other,Male,Sales Executive,2,2864,8,No,13,2,12,1,2,3,4,3,12,0,8,4,No
53,Travel_Frequently,Research & Development,11,Life Sciences,Female,Research Scientist,1,6257,1,No,13,0,11,2,3,1,1,3,3,1,2,0,No
44,Travel_Rarely,Research & Development,2,Marketing,Male,Manufacturing Director,4,12574,3,No,24,1,8,1,3,2,2,2,4,2,1,2,No
37,Travel_Rarely,Sales,27,Human Resources,Male,Manager,4,3603,5,No,21,2,6,2,3,3,3,4,0,0,0,0,No
50,Travel_Rarely,Research & Development,12,Life Sciences,Female,Research Scientist,3,12983,0,No,13,3,30,2,4,2,3,2,2,2,1,0,No
43,Travel_Rarely,Research & Development,19,Technical Degree,Female,Laboratory Technician,3,17356,5,No,20,2,15,5,1,2,4,4,2,1,2,0,No
35,Travel_Rarely,Human Resources,19,Marketing,Male,Human Resources,2,15531,5,No,23,0,10,2,4,1,2,4,10,5,4,7,Yes
50,Travel_Rarely,Research & Development,8,Other,Male,Laboratory Technician,5,8448,5,Yes,11,3,10,2,3,2,1,3,0,1,0,1,No
51,Travel_Rarely,Sales,25,Marketing,Female,Manager,4,12831,6,No,19,0,22,3,1,2,1,4,7,3,2,2,No
44,Travel_Rarely,Sales,16,Technical Degree,Male,Sales Representative,4,6924,2,No,17,1,9,2,4,1,4,1,3,3,1,0,Yes
47,Travel_Frequently,Research & Development,21,Life Sciences,Male,Manufacturing Director,2,5722,8,No,17,3,1,3,4,1,4,1,1,1,1,0,No
37,Travel_Rarely,Research & Development,12,Technical Degree,Female,Research Scientist,2,19931,0,Yes,16,2,9,4,3,4,4,4,9,6,5,0,Yes
23,Travel_Frequently,Research & Development,11,Life Sciences,Female,Laboratory Technician,3,16349,5,No,17,0,3,2,1,3,3,3,0,0,1,0,No
23,Travel_Frequently,Research & Development,21,Marketing,Female,Laboratory Technician,5,7139,7,No,11,0,5,2,1,2,1,1,5,1,1,4,Yes
27,Travel_Frequently,Human Resources,1,Other,Male,Manager,1,15531,3,No,20,2,4,4,3,1,2,3,3,0,3,2,No
34,Travel_Rarely,Research & Development,30,Life Sciences,Female,Laboratory Technician,1,15463,6,No,21,1,10,2,3,2,4,1,10,9,9,10,Yes
35,Travel_Rarely,Research & Development,21,Technical Degree,Male,Manufacturing Director,3,16187,5,No,16,3,4,3,1,2,4,3,1,0,1,0,No
37,Travel_Rarely,Sales,24,Marketing,Female,Sales Representative,4,9201,0,No,13,1,19,2,4,1,4,3,3,3,0,0,No
39,Travel_Rarely,Sales,4,Life Sciences,Female,Sales Executive,2,6446,6,No,19,3,11,6,4,2,2,2,5,3,3,4,No
44,Travel_Rarely,Research & Development,16,Technical Degree,Male,Laboratory Technician,4,15637,4,No,11,2,24,3,4,3,2,2,6,5,6,0,No
47,Travel_Rarely,Research & Development,1,Human Resources,Female,Research Scientist,3,15794,0,No,22,3,25,4,2,1,2,2,25,5,2,14,Yes
36,Travel_Rarely,Research & Development,29,Technical Degree,Male,Healthcare Representative,2,4523,2,No,18,0,10,6,3,2,2,2,1,0,1,1,Yes
25,Travel_Rarely,Sales,9,Other,Male,Sales Representative,4,16067,0,Yes,15,3,0,2,4,4,4,4,0,1,0,1,No
27,Travel_Frequently,Sales,5,Medical,Female,Sales Executive,3,13535,1,Yes,18,3,3,6,2,1,3,3,1,1,1,1,No
42,Travel_Frequently,Sales,10,Human Resources,Female,Manager,3,19497,4,No,22,1,18,5,1,3,3,2,10,7,2,7,Yes
30,Travel_Rarely,Sales,1,Medical,Male,Sales Representative,3,9868,8,No,22,3,9,4,3,2,2,4,9,5,4,2,No
53,Travel_Rarely,Research & Development,29,Life Sciences,Female,Laboratory Technician,3,18259,3,No,14,1,17,4,2,4,1,4,2,2,0,0,No
50,Non-Travel,Research & Development,13,Human Resources,Male,Manufacturing Director,5,3476,8,No,24,0,5,3,2,1,2,2,5,1,2,2,No
32,Travel_Rarely,Sales,20,Other,Male,Manager,1,3718,2,No,19,2,8,1,2,2,2,4,8,3,2,7,Yes
55,Travel_Rarely,Research & Development,3,Human Resources,Male,Healthcare Representative,3,16880,0,Yes,20,3,14,5,2,1,4,4,14,12,1,10,Yes
60,Travel_Rarely,Research & Development,11,Other,Female,Manufacturing Director,5,8184,3,No,16,2,35,4,4,3,3,3,9,7,7,1,No
32,Travel_Rarely,Human Resources,25,Technical Degree,Female,Human Resources,2,4548,1,No,23,1,4,2,4,4,3,2,4,2,1,4,No
40,Travel_Rarely,Research & Development,26,Other,Male,Manufacturing Director,5,15383,7,Yes,21,3,18,1,3,2,3,2,18,15,6,9,Yes
40,Travel_Frequently,Research & Development,25,Technical Degree,Male,Healthcare Representative,3,15295,2,No,18,2,2,6,4,3,2,3,2,0,1,2,No
39,Travel_Rarely,Sales,26,Marketing,Male,Sales Executive,2,8935,2,Yes,16,3,18,3,4,4,1,3,12,12,8,10,Yes
52,Travel_Rarely,Research & Development,9,Marketing,Male,Healthcare Representative,2,13629,1,No,16,3,9,6,1,4,2,1,2,2,0,1,No
56,Travel_Rarely,Research & Development,28,Marketing,Female,Healthcare Representative,2,4628,2,Yes,16,3,14,3,3,3,3,1,0,1,0,0,No
37,Travel_Rarely,Sales,14,Life Sciences,Male,Manager,3,15860,0,No,20,3,2,4,2,1,3,1,2,2,2,1,Yes
42,Travel_Rarely,Research & Development,20,Life Sciences,Female,Manufacturing Director,4,17750,7,No,25,1,20,2,1,1,1,2,7,2,1,5,No
48,Travel_Rarely,Research & Development,8,Medical,Female,Healthcare Representative,2,2679,5,No,25,1,15,6,1,3,2,4,15,6,0,9,No
22,Travel_Rarely,Research & Development,28,Medical,Male,Manufacturing Director,2,13130,6,No,15,1,4,6,2,1,3,3,4,0,0,1,Yes
49,Travel_Rarely,Sales,15,Technical Degree,Male,Sales Executive,2,4012,8,No,25,0,10,6,4,1,2,2,0,0,1,1,No
43,Travel_Rarely,Sales,16,Technical Degree,Male,Sales Executive,4,14191,6,No,17,0,11,2,2,2,3,1,9,1,8,6,Yes
40,Travel_Rarely,Human Resources,2,Human Resources,Male,Human Resources,5,12992,2,No,13,3,1,0,4,4,2,1,1,1,1,1,No
31,Travel_Rarely,Research & Development,1,Other,Female,Manufacturing Director,5,7720,5,Yes,11,0,5,0,2,2,4,3,3,0,0,1,Yes
23,Travel_Rarely,Sales,29,Life Sciences,Male,Sales Representative,4,13825,6,No,24,3,5,6,2,2,1,1,5,2,0,3,Yes
37,Travel_Rarely,Research & Development,5,Medical,Male,Research Scientist,1,8831,6,No,15,0,7,1,1,3,3,4,0,0,1,1,No
50,Travel_Frequently,Research & Development,22,Life Sciences,Female,Research Scientist,2,14680,2,No,11,1,7,6,2,3,2,3,7,2,6,6,Yes
57,Travel_Rarely,Research & Development,20,Other,Female,Manufacturing Director,3,17250,2,No,15,2,31,6,4,2,4,4,4,0,1,2,No
37,Travel_Rarely,Sales,27,Marketing,Male,Sales Representative,3,17389,7,No,17,0,16,1,2,1,4,1,0,0,0,0,Yes
35,Non-Travel,Sales,18,Human Resources,Male,Sales Representative,2,14283,1,Yes,21,1,10,6,2,3,2,1,10,8,8,9,Yes
33,Travel_Rarely,Research & Development,29,Other,Female,Research Scientist,1,16203,4,No,22,2,6,5,3,4,1,4,2,0,2,1,No
51,Travel_Rarely,Research & Development,13,Marketing,Male,Laboratory Technician,3,16130,2,No,25,3,12,5,4,2,2,2,12,3,10,7,No
38,Travel_Rarely,Research & Development,8,Life Sciences,Female,Laboratory Technician,1,17837,5,Yes,25,2,10,3,3,1,3,1,10,1,10,10,No
58,Travel_Rarely,Research & Development,24,Marketing,Male,Healthcare Representative,4,5302,6,No,11,0,17,6,3,4,3,2,1,1,0,1,No
37,Travel_Rarely,Research & Development,19,Other,Female,Healthcare Representative,5,9654,8,Yes,24,3,19,4,4,1,1,2,19,18,15,3,Yes
28,Travel_Frequently,Research & Development,28,Life Sciences,Female,Healthcare Representative,1,16825,3,Yes,20,1,10,5,4,4,3,1,10,1,5,4,Yes
22,Travel_Rarely,Sales,9,Technical Degree,Female,Sales Executive,2,10549,8,No,23,2,4,6,3,3,3,3,4,1,2,3,No
42,Travel_Rarely,Sales,21,Other,Male,Sales Representative,2,5363,4,No,24,3,11,2,3,2,4,3,3,2,0,1,No
41,Travel_Rarely,Human Resources,7,Other,Female,Manager,2,4888,5,Yes,19,2,12,1,3,3,4,2,0,0,1,1,Yes
26,Travel_Frequently,Research & Development,1,Medical,Male,Laboratory Technician,4,11371,3,Yes,13,0,4,1,2,1,1,2,2,2,2,1,Yes
47,Non-Travel,Sales,21,Technical Degree,Female,Manager,3,15494,4,No,17,2,11,1,4,2,3,2,5,4,4,2,No
29,Travel_Frequently,Research & Development,18,Human Resources,Male,Manufacturing Director,5,17988,3,No,18,2,9,6,2,2,1,1,2,1,2,2,Yes
58,Travel_Frequently,Research & Development,29,Medical,Male,Manufacturing Director,1,4285,4,No,20,2,4,5,1,2,4,4,4,3,4,1,Yes
